budget,revenue,title,cast,director,runtime,genres,release_date,release_year
100000000,392000694,The Wolf of Wall Street,Leonardo DiCaprio|Jonah Hill|Margot Robbie|Kyle Chandler|Rob Reiner,Martin Scorsese,180,Crime|Drama|Comedy,12/25/2013,2013
180000000,407602906,Pacific Rim,Idris Elba|Charlie Hunnam|Charlie Day|Ron Perlman|Burn Gorman,Guillermo del Toro,131,Action|Science Fiction|Adventure,7/11/2013,2013
120000000,286168572,Oblivion,Tom Cruise|Morgan Freeman|Olga Kurylenko|Andrea Riseborough|Nikolaj Coster-Waldau,Joseph Kosinski,126,Action|Science Fiction|Adventure|Mystery,4/10/2013,2013
250000000,958400000,The Hobbit: The Desolation of Smaug,Martin Freeman|Ian McKellen|Richard Armitage|Ken Stott|Graham McTavish,Peter Jackson,161,Adventure|Fantasy,12/11/2013,2013
225000000,662845518,Man of Steel,Henry Cavill|Amy Adams|Michael Shannon|Diane Lane|Russell Crowe,Zack Snyder,143,Action|Adventure|Fantasy|Science Fiction,6/12/2013,2013
23000000,47351251,Her,Joaquin Phoenix|Scarlett Johansson|Rooney Mara|Amy Adams|Olivia Wilde,Spike Jonze,126,Romance|Science Fiction|Drama,12/18/2013,2013
76000000,970761885,Despicable Me 2,Steve Carell|Kristen Wiig|Benjamin Bratt|Miranda Cosgrove|Russell Brand,Pierre Coffin|Chris Renaud,98,Animation|Comedy|Family,6/25/2013,2013
190000000,467365246,Star Trek Into Darkness,Chris Pine|Zachary Quinto|Zoe Saldana|Karl Urban|Simon Pegg,J.J. Abrams,132,Action|Adventure|Science Fiction,5/5/2013,2013
20000000,187000000,12 Years a Slave,Chiwetel Ejiofor|Michael Fassbender|Lupita Nyong'o|Benedict Cumberbatch|Paul Dano,Steve McQueen,134,Drama|History,10/18/2013,2013
38000000,98337295,Riddick,Vin Diesel|Karl Urban|Katee Sackhoff|Jordi MollÃ |Bokeem Woodbine,David Twohy,119,Science Fiction|Action|Thriller,9/2/2013,2013
13000000,318000141,The Conjuring,Patrick Wilson|Vera Farmiga|Ron Livingston|Lili Taylor|Joey King,James Wan,112,Horror|Thriller,7/18/2013,2013
105000000,351040419,The Great Gatsby,Leonardo DiCaprio|Tobey Maguire|Carey Mulligan|Joel Edgerton|Elizabeth Debicki,Baz Luhrmann,143,Drama|Romance,5/10/2013,2013
115000000,286140700,Elysium,Matt Damon|Jodie Foster|Sharlto Copley|Alice Braga|Diego Luna,Neill Blomkamp,109,Science Fiction|Action|Drama|Thriller,8/7/2013,2013
92000000,304654182,A Good Day to Die Hard,Bruce Willis|Jai Courtney|Sebastian Koch|Mary Elizabeth Winstead|Yuliya Snigir,John Moore,98,Action|Thriller,2/6/2013,2013
3000000,89328627,The Purge,Lena Headey|Ethan Hawke|Max Burkholder|Adelaide Kane|Rhys Wakefield,James DeMonaco,86,Science Fiction|Horror|Thriller,5/31/2013,2013
200000000,743559607,Monsters University,Billy Crystal|John Goodman|Steve Buscemi|Helen Mirren|Joel Murray,Dan Scanlon,104,Animation|Family,6/20/2013,2013
200000000,531865000,World War Z,Brad Pitt|Mireille Enos|Abigail Hargrove|Sterling Jerins|James Badge Dale,Marc Forster,116,Action|Drama|Horror|Science Fiction|Thriller,6/20/2013,2013
90000000,188133322,The Secret Life of Walter Mitty,Ben Stiller|Kristen Wiig|Patton Oswalt|Shirley MacLaine|Adam Scott,Ben Stiller,114,Adventure|Comedy|Drama|Fantasy,12/18/2013,2013
110000000,125537191,Ender's Game,Asa Butterfield|Harrison Ford|Hailee Steinfeld|Abigail Breslin|Ben Kingsley,Gavin Hood,114,Science Fiction|Action|Adventure,10/23/2013,2013
37000000,269994119,We're the Millers,Jason Sudeikis|Jennifer Aniston|Will Poulter|Emma Roberts|Ed Helms,Rawson Marshall Thurber,110,Comedy|Crime,8/7/2013,2013
61000000,131940411,2 Guns,Denzel Washington|Mark Wahlberg|Paula Patton|Bill Paxton|Fred Ward,Baltasar KormÃ¡kur,109,Action|Crime|Drama|Comedy|Thriller,8/2/2013,2013
38000000,90247624,Rush,Daniel BrÃ¼hl|Chris Hemsworth|Olivia Wilde|Alexandra Maria Lara|Natalie Dormer,Ron Howard,123,Drama|Action,9/2/2013,2013
130000000,371876278,G.I. Joe: Retaliation,Dwayne Johnson|D.J. Cotrona|Adrianne Palicki|Bruce Willis|Ray Park,Jon M. Chu,110,Adventure|Action|Science Fiction|Thriller,3/26/2013,2013
11000000,32935319,Inside Llewyn Davis,Oscar Isaac|Carey Mulligan|Justin Timberlake|Jerry Grayson|Robin Bartlett,Joel Coen|Ethan Coen,105,Drama|Music,10/6/2013,2013
70000000,161025640,Olympus Has Fallen,Gerard Butler|Aaron Eckhart|Angela Bassett|Morgan Freeman|Radha Mitchell,Antoine Fuqua,120,Action|Thriller,3/20/2013,2013
90000000,174578751,Percy Jackson: Sea of Monsters,Logan Lerman|Alexandra Daddario|Douglas Smith|Leven Rambin|Brandon T. Jackson,Thor Freudenthal,106,Adventure|Family|Fantasy,8/7/2013,2013
46000000,122126687,Prisoners,Hugh Jackman|Jake Gyllenhaal|Paul Dano|Maria Bello|Melissa Leo,Denis Villeneuve,153,Drama|Thriller|Crime,9/18/2013,2013
40000000,251171807,American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,David O. Russell,138,Drama|Crime,12/12/2013,2013
35000000,116980662,Warm Bodies,Nicholas Hoult|Teresa Palmer|Analeigh Tipton|Rob Corddry|Dave Franco,Jonathan Levine,97,Horror|Comedy|Romance,1/31/2013,2013
50000000,224803475,Hansel & Gretel: Witch Hunters,Jeremy Renner|Gemma Arterton|Famke Janssen|Pihla Viitala|Derek Mears,Tommy Wirkola,88,Fantasy|Horror|Action,1/17/2013,2013
175000000,150962475,47 Ronin,Keanu Reeves|Hiroyuki Sanada|Kou Shibasaki|Tadanobu Asano|Min Tanaka,Carl Rinsch,118,Action|Adventure|Fantasy,12/6/2013,2013
60000000,90565421,The Mortal Instruments: City of Bones,Lily Collins|Jamie Campbell Bower|Kevin Zegers|Jemima West|Robert Sheehan,Harald Zwart,130,Action|Adventure|Drama|Mystery|Romance,8/21/2013,2013
100000000,268426634,Epic,Josh Hutcherson|Amanda Seyfried|Colin Farrell|Jason Sudeikis|Aziz Ansari,Chris Wedge,102,Animation|Adventure|Family|Fantasy,5/15/2013,2013
40000000,149295601,Lone Survivor,Mark Wahlberg|Taylor Kitsch|Emile Hirsch|Ben Foster|Yousuf Azami,Peter Berg,121,Action|Drama|Thriller|War,12/24/2013,2013
5000000,55198285,Dallas Buyers Club,Matthew McConaughey|Jennifer Garner|Jared Leto|Denis O'Hare|Steve Zahn,Jean-Marc VallÃ©e,117,Drama|History,9/7/2013,2013
130000000,61648500,R.I.P.D.,Jeff Bridges|Ryan Reynolds|Kevin Bacon|Stephanie Szostak|Mary-Louise Parker,Robert Schwentke,96,Fantasy|Action|Comedy|Crime,7/18/2013,2013
50000000,219788712,Planes,Dane Cook|Carlos Alazraqui|Val Kilmer|Julia Louis-Dreyfus|Brad Garrett,Klay Hall,91,Animation|Family|Adventure|Comedy,8/9/2013,2013
5000000,31724284,Spring Breakers,James Franco|Selena Gomez|Vanessa Hudgens|Ashley Benson|Rachel Korine,Harmony Korine,94,Drama|Crime,1/24/2013,2013
13000000,68572378,The Call,Halle Berry|Abigail Breslin|Morris Chestnut|Michael Imperioli|Ella Rae Peck,Brad Anderson,94,Thriller,3/14/2013,2013
17000000,97542952,Evil Dead,Jane Levy|Jessica Lucas|Shiloh Fernandez|Lou Taylor Pucci|Elizabeth Blackmore,Fede Alvarez,91,Horror,4/5/2013,2013
28000000,134402450,Last Vegas,Robert De Niro|Morgan Freeman|Michael Douglas|Kevin Kline|Mary Steenburgen,Jon Turteltaub,105,Comedy,10/31/2013,2013
30000000,36894225,The Family,Robert De Niro|Michelle Pfeiffer|Dianna Agron|John D'Leo|Tommy Lee Jones,Luc Besson,111,Crime|Comedy|Action,9/13/2013,2013
15000000,35485608,The Place Beyond the Pines,Ryan Gosling|Bradley Cooper|Eva Mendes|Dane DeHaan|Emory Cohen,Derek Cianfrance,140,Drama|Crime,3/20/2013,2013
80000000,246984278,Grown Ups 2,Adam Sandler|Kevin James|Chris Rock|David Spade|Salma Hayek,Dennis Dugan,100,Comedy,7/11/2013,2013
103000000,362000072,The Hangover Part III,Bradley Cooper|Ed Helms|Zach Galifianakis|Justin Bartha|Ken Jeong,Todd Phillips,100,Comedy,5/23/2013,2013
135000000,585178928,The Croods,Nicolas Cage|Emma Stone|Ryan Reynolds|Catherine Keener|Cloris Leachman,Kirk De Micco|Chris Sanders,98,Adventure|Animation|Comedy|Family|Fantasy,3/20/2013,2013
22000000,43058898,Homefront,Jason Statham|James Franco|Izabela Vidovic|Winona Ryder|Rachelle Lefevre,Gary Fleder,100,Action|Thriller,11/27/2013,2013
50000000,122915111,Escape Plan,Sylvester Stallone|Arnold Schwarzenegger|Jim Caviezel|Vinnie Jones|50 Cent,Mikael HÃ¥fstrÃ¶m,115,Action|Thriller,10/9/2013,2013
30000000,82394288,Carrie,ChloÃ« Grace Moretz|Julianne Moore|Judy Greer|Alex Russell|Portia Doubleday,Kimberly Peirce,100,Drama|Horror,10/16/2013,2013
55000000,95000000,Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,134,Action|Drama|Thriller,10/10/2013,2013
25000000,71009334,The Counselor,Michael Fassbender|Cameron Diaz|Javier Bardem|Goran Visnjic|PenÃ©lope Cruz,Ridley Scott,117,Thriller|Crime|Drama,10/25/2013,2013
150000000,205366737,White House Down,Channing Tatum|Jamie Foxx|Joey King|Maggie Gyllenhaal|Richard Jenkins,Roland Emmerich,131,Action|Drama|Thriller,6/27/2013,2013
8000000,63464861,Begin Again,Mark Ruffalo|Keira Knightley|Adam Levine|Hailee Steinfeld|Catherine Keener,John Carney,104,Comedy|Music|Romance|Drama,9/7/2013,2013
35000000,21819348,The Big Wedding,Robert De Niro|Diane Keaton|Katherine Heigl|Amanda Seyfried|Topher Grace,Justin Zackham,90,Comedy,4/25/2013,2013
12000000,1456675,Life of Crime,John Hawkes|Mos Def|Jennifer Aniston|Tim Robbins|Isla Fisher,Daniel Schechter,94,Comedy|Crime,9/14/2013,2013
195000000,197687603,Jack the Giant Slayer,Nicholas Hoult|Eleanor Tomlinson|Ewan McGregor|Stanley Tucci|Ian McShane,Bryan Singer,114,Action|Family|Fantasy,2/27/2013,2013
30000000,62616646,Runner Runner,Ben Affleck|Gemma Arterton|Justin Timberlake|Anthony Mackie|David Costabile,Brad Furman,91,Crime|Thriller|Drama,9/24/2013,2013
55000000,9489829,Bullet to the Head,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa,Walter Hill,92,Action|Crime|Thriller,1/31/2013,2013
11000000,7847000,What If,Daniel Radcliffe|Zoe Kazan|Rafe Spall|Megan Park|Adam Driver,Michael Dowse,93,Drama|Comedy|Romance,9/7/2013,2013
26000000,51164106,Delivery Man,Vince Vaughn|Cobie Smulders|Chris Pratt|Britt Robertson|Jack Reynor,Ken Scott,105,Comedy,10/10/2013,2013
32000000,126041322,This Is the End,James Franco|Jonah Hill|Seth Rogen|Jay Baruchel|Danny McBride,Seth Rogen|Evan Goldberg,107,Action|Comedy,6/12/2013,2013
15000000,151831537,Jackass Presents: Bad Grandpa,Johnny Knoxville|Jackson Nicoll|Georgina Cates|Spike Jonze|Catherine Keener,Jeff Tremaine,92,Comedy,10/22/2013,2013
35000000,46216641,Parker,"Jason Statham|Jennifer Lopez|Nick Nolte|Michael Chiklis|Clifton Collins, Jr.",Taylor Hackford,118,Action|Crime,1/23/2013,2013
130000000,243843127,After Earth,Jaden Smith|Will Smith|Sophie Okonedo|ZoÃ« Kravitz|Glenn Morshower,M. Night Shyamalan,100,Science Fiction|Action|Adventure,5/30/2013,2013
43000000,158674180,The Heat,Sandra Bullock|Melissa McCarthy|DemiÃ¡n Bichir|Michael Rapaport|Taran Killam,Paul Feig,117,Action|Comedy|Crime,6/27/2013,2013
35000000,112544580,Saving Mr. Banks,Emma Thompson|Tom Hanks|Paul Giamatti|Colin Farrell|Ruth Wilson,John Lee Hancock,125,Comedy|Drama|History,11/16/2013,2013
28000000,29000000,Kick-Ass 2,Aaron Taylor-Johnson|ChloÃ« Grace Moretz|Christopher Mintz-Plasse|Clark Duke|Jim Carrey,Jeff Wadlow,103,Action|Adventure|Crime,7/17/2013,2013
5000000,44030246,Oculus,Katee Sackhoff|Karen Gillan|Brenton Thwaites|James Lafferty|Rory Cochrane,Mike Flanagan,104,Horror,9/8/2013,2013
255000000,89289910,The Lone Ranger,Johnny Depp|Armie Hammer|William Fichtner|Helena Bonham Carter|James Badge Dale,Gore Verbinski,149,Action|Adventure|Western,7/3/2013,2013
60000000,105200903,Gangster Squad,Sean Penn|Ryan Gosling|Emma Stone|Josh Brolin|Nick Nolte,Ruben Fleischer,113,Crime|Drama|Action|Thriller,1/10/2013,2013
35000000,173965010,Identity Thief,Jason Bateman|Melissa McCarthy|Jon Favreau|Amanda Peet|T.I.,Seth Gordon,111,Comedy|Crime,2/7/2013,2013
12000000,12077441,Stoker,Mia Wasikowska|Nicole Kidman|Matthew Goode|Dermot Mulroney|Jacki Weaver,Chan-wook Park,99,Drama|Horror|Thriller,2/28/2013,2013
9000000,6108720,All Is Lost,Robert Redford,J.C. Chandor,106,Action|Adventure|Drama,10/18/2013,2013
20000000,47241945,Texas Chainsaw 3D,Alexandra Daddario|Dan Yeager|Bill Moseley|Marilyn Burns|Tania Raymonde,John Luessenhop,92,Horror|Thriller,1/3/2013,2013
2500000,6854611,The Spectacular Now,Miles Teller|Shailene Woodley|Brie Larson|Dayo Okeniyi|Masam Holden,James Ponsoldt,95,Comedy|Drama|Romance,8/2/2013,2013
20000000,24261569,Trance,James McAvoy|Vincent Cassel|Rosario Dawson|Matt Cross|Danny Sapani,Danny Boyle,101,Thriller|Crime|Drama|Mystery,3/27/2013,2013
50000000,173649015,Anchorman 2: The Legend Continues,Will Ferrell|Steve Carell|Paul Rudd|Christina Applegate|David Koechner,Adam McKay,119,Comedy,12/18/2013,2013
200000000,491868548,Oz: The Great and Powerful,James Franco|Mila Kunis|Rachel Weisz|Michelle Williams|Zach Braff,Sam Raimi,130,Fantasy|Adventure|Family,3/7/2013,2013
135000000,282570682,Turbo,Ryan Reynolds|Paul Giamatti|Michael PeÃ±a|Samuel L. Jackson|Luis GuzmÃ¡n,David Soren,96,Animation|Family,7/11/2013,2013
20000000,8352885,Redemption,Jason Statham|Agata Buzek|Vicky McClure|Lee Asquith-Coe|Benedict Wong,Steven Knight,100,Action|Thriller,5/7/2013,2013
25000000,86175291,Pain & Gain,Mark Wahlberg|Dwayne Johnson|Anthony Mackie|Tony Shalhoub|Ed Harris,Michael Bay,130,Thriller|Crime|Action,4/18/2013,2013
44000000,63327201,The Host,Saoirse Ronan|Diane Kruger|Jake Abel|William Hurt|Frances Fisher,Andrew Niccol,125,Action|Adventure|Romance|Science Fiction|Thriller,3/22/2013,2013
30000000,4861022,Oldboy,Josh Brolin|Elizabeth Olsen|Samuel L. Jackson|Sharlto Copley|Lance Reddick,Spike Lee,104,Drama|Thriller|Mystery|Action,11/14/2013,2013
18000000,20275812,Labor Day,Josh Brolin|Kate Winslet|Gattlin Griffith|Tobey Maguire|Tom Lipinski,Jason Reitman,111,Drama,12/27/2013,2013
15000000,146497771,Mama,Jessica Chastain|Nikolaj Coster-Waldau|Megan Charpentier|Isabelle NÃ©lisse|Daniel Kash,Andy Muschietti,100,Horror,1/17/2013,2013
32000000,57284237,The Physician,Tom Payne|Ben Kingsley|Stellan SkarsgÃ¥rd|Olivier Martinez|Emma Rigby,Philipp StÃ¶lzl,155,Adventure|Drama|History,12/25/2013,2013
13000000,18000000,Admission,Tina Fey|Paul Rudd|Ann Harada|Ben Levin|Dan Levy,Paul Weitz,107,Comedy|Drama|Romance,3/21/2013,2013
25000000,115922175,The Butler,Forest Whitaker|David Banner|Michael Rainey Jr.|LaJessie Smith|Mariah Carey,Lee Daniels,132,Drama,8/16/2013,2013
6000000,32438988,Movie 43,Dennis Quaid|Greg Kinnear|Common|Charlie Saxton|Will Sasso,Steven Brill|Elizabeth Banks|Steve Carr|Rusty Cundieff|James Duffy|Griffin Dunne|Peter Farrelly|Patrik Forsberg|James Gunn|Brett Ratner|Will Graham|Jonathan van Tulleken,90,Comedy,1/1/2013,2013
13000000,48065672,21 & Over,Miles Teller|Skylar Astin|Justin Chon|Sarah Wright|Jonathan Keltz,Scott Moore|Jon Lucas,93,Comedy,3/1/2013,2013
40000000,74597643,Escape from Planet Earth,Brendan Fraser|Rob Corddry|Ricky Gervais|Jessica Alba|Sarah Jessica Parker,Callan Brunker,89,Animation|Comedy|Adventure|Family|Science Fiction,2/14/2013,2013
40000000,44907260,Grudge Match,Robert De Niro|Sylvester Stallone|Alan Arkin|Jon Bernthal|Kevin Hart,Peter Segal,113,Comedy,12/25/2013,2013
10900000,16505460,Belle,Gugu Mbatha-Raw|Tom Wilkinson|Miranda Richardson|Penelope Wilton|Emily Watson,Amma Asante,105,Drama,9/8/2013,2013
12000000,15008161,Machete Kills,Danny Trejo|Mel Gibson|Amber Heard|Michelle Rodriguez|SofÃ­a Vergara,Robert Rodriguez,107,Action|Crime|Thriller,9/12/2013,2013
28000000,97594140,Safe Haven,Julianne Hough|Josh Duhamel|Cobie Smulders|David Lyons|Mike Pniewski,Lasse HallstrÃ¶m,115,Romance,2/7/2013,2013
9500000,7800000,Bad Words,Jason Bateman|Kathryn Hahn|Allison Janney|Philip Baker Hall|Rohan Chand,Jason Bateman,88,Comedy,9/6/2013,2013
15000000,19145732,The Bling Ring,Emma Watson|Israel Broussard|Taissa Farmiga|Katie Chang|Claire Julien,Sofia Coppola,90,Drama|Crime,6/12/2013,2013
11000000,3639345,Empire State,Liam Hemsworth|Dwayne Johnson|Emma Roberts|Nikki Reed|Lydia Hull,Dito Montiel,94,Action|Drama,9/3/2013,2013
23000000,15600000,Behind the Candelabra,Michael Douglas|Matt Damon|Rob Lowe|Dan Aykroyd|Scott Bakula,Steven Soderbergh,118,Drama|Romance,5/26/2013,2013
78000000,248384621,Cloudy with a Chance of Meatballs 2,Bill Hader|Anna Faris|James Caan|Will Forte|Andy Samberg,Cody Cameron|Kris Pearn,95,Animation|Family|Comedy,9/26/2013,2013
18000000,97505481,Blue Jasmine,Cate Blanchett|Alec Baldwin|Sally Hawkins|Bobby Cannavale|Louis C.K.,Woody Allen,98,Comedy|Drama,7/25/2013,2013
28000000,1021398,Third Person,Liam Neeson|Mila Kunis|James Franco|Olivia Wilde|Adrien Brody,Paul Haggis,137,Drama|Romance,9/9/2013,2013
2500000,60141683,A Haunted House,Marlon Wayans|Essence Atkins|Nick Swardson|Cedric the Entertainer|David Koechner,Michael Tiddes,86,Comedy|Horror,1/11/2013,2013
4800000,10337387,Only God Forgives,Ryan Gosling|Kristin Scott Thomas|Gordon Brown|Tom Burke|Vithaya Pansringarm,Nicolas Winding Refn,90,Drama|Thriller|Crime,5/30/2013,2013
30000000,63372757,Side Effects,Rooney Mara|Jude Law|Channing Tatum|Catherine Zeta-Jones|Vinessa Shaw,Steven Soderbergh,106,Thriller|Crime|Drama,2/7/2013,2013
13500000,19255873,La migliore offerta,Geoffrey Rush|Jim Sturgess|Sylvia Hoeks|Donald Sutherland|Maximilian Dirr,Giuseppe Tornatore,124,Drama|Romance|Crime|Mystery,1/1/2013,2013
30000000,27437881,The Incredible Burt Wonderstone,Steve Carell|Jim Carrey|Steve Buscemi|Olivia Wilde|James Gandolfini,Don Scardino,100,Comedy,3/14/2013,2013
10000000,21587700,Mud,Matthew McConaughey|Tye Sheridan|Jacob Lofland|Sam Shepard|Reese Witherspoon,Jeff Nichols,130,Drama,5/1/2013,2013
16000000,318982,Adore,Naomi Watts|Robin Wright|Xavier Samuel|James Frecheville|Ben Mendelsohn,Anne Fontaine,100,Drama,4/3/2013,2013
18000000,22309223,The Railway Man,Jeremy Irvine|Colin Firth|Stellan SkarsgÃ¥rd|Michael MacKenzie|Nicole Kidman,Jonathan Teplitzky,116,Drama|History,12/26/2013,2013
56000000,19701164,Broken City,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones|Jeffrey Wright|Barry Pepper,Allen Hughes,109,Thriller|Crime|Drama,1/18/2013,2013
80000000,126546518,Walking With Dinosaurs,Charlie Rowe|Justin Long|Karl Urban|Angourie Rice|John Leguizamo,Neil Nightingale|Barry Cook,87,Animation|Family|Adventure,12/18/2013,2013
2900000,74918,No One Lives,Luke Evans|Adelaide Clemens|Lee Tergesen|Derek Magyar|America Olivo,RyÃ»hei Kitamura,86,Horror|Thriller,3/9/2013,2013
8500000,9747,Welcome to the Punch,James McAvoy|Mark Strong|David Morrissey|Peter Mullan|Daniel Mays,Eran Creevy,99,Action|Adventure|Crime,3/15/2013,2013
60000000,60052138,Beautiful Creatures,Alden Ehrenreich|Alice Englert|Jeremy Irons|Viola Davis|Emmy Rossum,Richard LaGravenese,124,Fantasy|Drama|Romance,2/13/2013,2013
27220000,5496951,The Frozen Ground,Nicolas Cage|Vanessa Hudgens|John Cusack|Radha Mitchell|Jodi Lyn O'Keefe,Scott Walker,105,Thriller|Crime,7/18/2013,2013
105000000,347434178,The Smurfs 2,Neil Patrick Harris|Christina Ricci|Katy Perry|Hank Azaria|Brendan Gleeson,Raja Gosnell,105,Fantasy|Family|Comedy|Animation,7/30/2013,2013
16000000,5867686,The Immigrant,Jeremy Renner|Marion Cotillard|Joaquin Phoenix|Dagmara DomiÅ„czyk|Gabriel Rush,James Gray,120,Drama|Romance,7/3/2013,2013
40000000,95020213,42,Chadwick Boseman|T.R. Knight|Harrison Ford|Nicole Beharie|Christopher Meloni,Brian Helgeland,128,Drama,4/12/2013,2013
10000000,1585582,Lovelace,Amanda Seyfried|Peter Sarsgaard|Hank Azaria|Adam Brody|James Franco,Rob Epstein|Jeffrey Friedman,92,Drama,8/8/2013,2013
4600000,23198652,The Way Way Back,Liam James|Steve Carell|Toni Collette|AnnaSophia Robb|Sam Rockwell,Jim Rash|Nat Faxon,103,Comedy|Drama,6/6/2013,2013
28000000,8555008,The Fifth Estate,Benedict Cumberbatch|Dan Stevens|Daniel BrÃ¼hl|Alicia Vikander|Carice van Houten,Bill Condon,128,Drama|Thriller,10/11/2013,2013
25000000,6399,The Adventurer: The Curse of the Midas Box,Aneurin Barnard|Michael Sheen|Lena Headey|Sam Neill|Ioan Gruffudd,Jonathan Newman,99,Fantasy|Adventure|Family,12/5/2013,2013
25500000,2415472,Blood Ties,Clive Owen|Billy Crudup|Marion Cotillard|Mila Kunis|Zoe Saldana,Guillaume Canet,128,Thriller|Crime|Drama,8/22/2013,2013
120000000,415440673,The Wolverine,Hugh Jackman|Tao Okamoto|Rila Fukushima|Hiroyuki Sanada|Svetlana Khodchenkova,James Mangold,126,Action|Science Fiction|Adventure|Fantasy,7/23/2013,2013
35000000,42930462,Snitch,Dwayne Johnson|Barry Pepper|Jon Bernthal|Susan Sarandon|Michael Kenneth Williams,Ric Roman Waugh,112,Thriller|Drama,2/21/2013,2013
55000000,110000000,Free Birds,Owen Wilson|Woody Harrelson|Amy Poehler|George Takei|Colm Meaney,Jimmy Hayward,91,Animation|Comedy|Family,10/30/2013,2013
12000000,17654912,Nebraska,Bruce Dern|Will Forte|Bob Odenkirk|June Squibb|Stacy Keach,Alexander Payne,115,Drama|Adventure,9/21/2013,2013
20000000,78378744,Scary Movie 5,Simon Rex|Ashley Tisdale|Charlie Sheen|Lindsay Lohan|Erica Ash,Malcolm D. Lee,86,Comedy,4/11/2013,2013
25000000,2054941,Man of Tai Chi,Keanu Reeves|Tiger Hu Chen|Jeremy Marinas|Steven Dasz|Karen Mok,Keanu Reeves,105,Action|Drama,7/4/2013,2013
8500000,22456509,Baggage Claim,Paula Patton|Adam Brody|Djimon Hounsou|Taye Diggs|Christina Milian,David E. Talbert,96,Comedy,9/27/2013,2013
25000000,74188937,August: Osage County,Meryl Streep|Julia Roberts|Chris Cooper|Ewan McGregor|Margo Martindale,John Wells,121,Comedy|Drama,12/26/2013,2013
3000000,11176469,Before Midnight,Ethan Hawke|Julie Delpy|Seamus Davey-Fitzpatrick|Jennifer Prior|Charlotte Prior,Richard Linklater,108,Romance|Drama,4/5/2013,2013
5000000,86362372,Paranormal Activity: The Marked Ones,Richard Cabral|Carlos Pratts|Eddie J. Fernandez|Jorge Diaz|David Fernandez Jr.,Christopher B. Landon,84,Horror|Thriller,12/31/2013,2013
12000000,35931410,Jobs,Ashton Kutcher|Dermot Mulroney|Amanda Crew|James Woods|Josh Gad,Joshua Michael Stern,128,Drama|History,8/16/2013,2013
3500000,25174316,Dark Skies,Keri Russell|Josh Hamilton|Dakota Goyo|J.K. Simmons|Trevor St. John,Scott Stewart,97,Science Fiction|Thriller|Horror,2/21/2013,2013
1000000,2963902,In a World...,Lake Bell|Fred Melamed|Michaela Watkins|Ken Marino|Demetri Martin,Lake Bell,93,Comedy,8/9/2013,2013
35000000,13785015,Paranoia,Liam Hemsworth|Harrison Ford|Gary Oldman|Amber Heard|Josh Holloway,Robert Luketic,106,Drama|Thriller,8/14/2013,2013
5000000,1189612,Repentance,Forest Whitaker|Anthony Mackie|Sanaa Lathan|Nicole Ari Parker|Mike Epps,Philippe Caland,90,Horror|Thriller,1/20/2013,2013
22000000,15400000,Out of the Furnace,Christian Bale|Zoe Saldana|Woody Harrelson|Sam Shepard|Willem Dafoe,Scott Cooper,116,Thriller|Drama|Crime,12/6/2013,2013
1500000,3566225,The To Do List,Aubrey Plaza|Johnny Simmons|Bill Hader|Alia Shawkat|Sarah Steele,Maggie Carey,104,Comedy|Romance,7/24/2013,2013
160000000,788679850,Fast & Furious 6,Paul Walker|Vin Diesel|Dwayne Johnson|Jordana Brewster|Luke Evans,Justin Lin,130,Action|Thriller|Crime,5/6/2013,2013
20000000,16549477,Battle of the Year,Josh Holloway|Josh Peck|Chris Brown|Laz Alonso|Caity Lotz,Benson Lee,110,Music|Drama,9/21/2013,2013
100000,444098,Upstream Color,Amy Seimetz|Shane Carruth|Andrew Sensenig|Thiago Martins|Carolyn King,Shane Carruth,96,Drama|Science Fiction,4/5/2013,2013
20000000,27187375,Khumba,Jake T. Austin|Liam Neeson|Steve Buscemi|AnnaSophia Robb|Laurence Fishburne,Anthony Silverston,85,Animation|Adventure|Family,7/18/2013,2013
10000000,30283,Jimmy P.,Benicio del Toro|Mathieu Amalric|Elya Baskin|A Martinez|Misty Upham,Arnaud Desplechin,117,Drama,9/11/2013,2013
17500000,7018189,Black Nativity,Forest Whitaker|Angela Bassett|Jennifer Hudson|Tyrese Gibson|Jacob Latimore,Kasi Lemmons,93,Drama|Music,11/27/2013,2013
4000000,9221,The Sacrament,Joe Swanberg|AJ Bowen|Kentucker Audley|Gene Jones|Amy Seimetz,Ti West,99,Mystery|Horror|Thriller,9/2/2013,2013
7000000,6147,Sweetwater,Ed Harris|January Jones|Jason Isaacs|Eduardo Noriega|Jason Aldean,Logan Miller,95,Western|Thriller,1/24/2013,2013
10000000,1034589,Phantom,Ed Harris|David Duchovny|Lance Henriksen|William Fichtner|Johnathon Schaech,Todd Robinson,99,Thriller,1/3/2013,2013
8000000,9630444,Wolf Creek 2,John Jarratt|Ryan Corr|Shannon Ashlyn|Phillipe Klaus|Gerard Kennedy,Greg McLean,106,Horror|Thriller,8/30/2013,2013
18000000,7972967,Metallica: Through the Never,Dane DeHaan|Mackenzie Gray|James Hetfield|Lars Ulrich|Kirk Hammett,NimrÃ³d Antal,93,Music,9/25/2013,2013
